date,year,month,month_num,sa_1st,sa_2nd,sa_3rd,sa_rev_2nd_minus_1st,sa_rev_3rd_minus_2nd,sa_rev_3rd_minus_1st,nsa_1st,nsa_2nd,nsa_3rd,nsa_rev_2nd_minus_1st,nsa_rev_3rd_minus_2nd,nsa_rev_3rd_minus_1st,source_url,scraped_at
2008-01-01,2008,Jan.,1,-17.0,-22.0,-76.0,-5.0,-54.0,-59.0,-3044.0,-3008.0,-3022.0,36.0,-14.0,22.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2008-02-01,2008,Feb.,2,-63.0,-76.0,-83.0,-13.0,-7.0,-20.0,525.0,529.0,527.0,4.0,-2.0,2.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2008-03-01,2008,Mar.,3,-80.0,-81.0,-88.0,-1.0,-7.0,-8.0,574.0,580.0,594.0,6.0,14.0,20.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2008-04-01,2008,Apr.,4,-20.0,-28.0,-67.0,-8.0,-39.0,-47.0,703.0,712.0,697.0,9.0,-15.0,-6.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2008-05-01,2008,May,5,-49.0,-62.0,-47.0,-13.0,15.0,2.0,648.0,653.0,675.0,5.0,22.0,27.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2008-06-01,2008,Jun.,6,-62.0,-51.0,-100.0,11.0,-49.0,-38.0,241.0,289.0,271.0,48.0,-18.0,30.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2008-07-01,2008,Jul.,7,-51.0,-60.0,-67.0,-9.0,-7.0,-16.0,-1458.0,-1468.0,-1417.0,-10.0,51.0,41.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2008-08-01,2008,Aug.,8,-84.0,-73.0,-127.0,11.0,-54.0,-43.0,-87.0,-28.0,-13.0,59.0,15.0,74.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2008-09-01,2008,Sep.,9,-159.0,-284.0,-403.0,-125.0,-119.0,-244.0,245.0,107.0,128.0,-138.0,21.0,-117.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2008-10-01,2008,Oct.,10,-240.0,-320.0,-423.0,-80.0,-103.0,-183.0,303.0,360.0,341.0,57.0,-19.0,38.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2008-11-01,2008,Nov.,11,-533.0,-584.0,-597.0,-51.0,-13.0,-64.0,-634.0,-642.0,-610.0,-8.0,32.0,24.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2008-12-01,2008,Dec.,12,-524.0,-577.0,-681.0,-53.0,-104.0,-157.0,-954.0,-935.0,-965.0,19.0,-30.0,-11.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2009-01-01,2009,Jan.,1,-598.0,-655.0,-741.0,-57.0,-86.0,-143.0,-3606.0,-3570.0,-3615.0,36.0,-45.0,-9.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2009-02-01,2009,Feb.,2,-651.0,-651.0,-681.0,0.0,-30.0,-30.0,-248.0,-172.0,-164.0,76.0,8.0,84.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2009-03-01,2009,Mar.,3,-663.0,-699.0,-652.0,-36.0,47.0,11.0,-58.0,-84.0,-61.0,-26.0,23.0,-3.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2009-04-01,2009,Apr.,4,-539.0,-504.0,-519.0,35.0,-15.0,20.0,241.0,271.0,259.0,30.0,-12.0,18.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2009-05-01,2009,May,5,-345.0,-322.0,-303.0,23.0,19.0,42.0,319.0,383.0,384.0,64.0,1.0,65.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2009-06-01,2009,Jun.,6,-467.0,-443.0,-463.0,24.0,-20.0,4.0,-110.0,-69.0,-95.0,41.0,-26.0,15.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2009-07-01,2009,Jul.,7,-247.0,-276.0,-304.0,-29.0,-28.0,-57.0,-1333.0,-1443.0,-1498.0,-110.0,-55.0,-165.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2009-08-01,2009,Aug.,8,-216.0,-201.0,-154.0,15.0,47.0,62.0,-179.0,-124.0,-81.0,55.0,43.0,98.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2009-09-01,2009,Sep.,9,-263.0,-219.0,-139.0,44.0,80.0,124.0,303.0,353.0,389.0,50.0,36.0,86.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2009-10-01,2009,Oct.,10,-190.0,-111.0,-127.0,79.0,-16.0,63.0,641.0,708.0,678.0,67.0,-30.0,37.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2009-11-01,2009,Nov.,11,-11.0,4.0,64.0,15.0,60.0,75.0,80.0,114.0,80.0,34.0,-34.0,0.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2009-12-01,2009,Dec.,12,-85.0,-150.0,-109.0,-65.0,41.0,-24.0,-406.0,-538.0,-521.0,-132.0,17.0,-115.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2010-01-01,2010,Jan.,1,-20.0,-26.0,14.0,-6.0,40.0,34.0,-2819.0,-2842.0,-2834.0,-23.0,8.0,-15.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2010-02-01,2010,Feb.,2,-36.0,-14.0,39.0,22.0,53.0,75.0,473.0,469.0,471.0,-4.0,2.0,-2.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2010-03-01,2010,Mar.,3,162.0,230.0,208.0,68.0,-22.0,46.0,843.0,876.0,873.0,33.0,-3.0,30.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2010-04-01,2010,Apr.,4,290.0,290.0,313.0,0.0,23.0,23.0,1158.0,1150.0,1158.0,-8.0,8.0,0.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2010-05-01,2010,May,5,431.0,433.0,432.0,2.0,-1.0,1.0,1090.0,1093.0,1106.0,3.0,13.0,16.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2010-06-01,2010,Jun.,6,-125.0,-221.0,-175.0,-96.0,46.0,-50.0,247.0,123.0,124.0,-124.0,1.0,-123.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2010-07-01,2010,Jul.,7,-131.0,-54.0,-66.0,77.0,-12.0,65.0,-1391.0,-1269.0,-1287.0,122.0,-18.0,104.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2010-08-01,2010,Aug.,8,-54.0,-57.0,-1.0,-3.0,56.0,53.0,72.0,77.0,76.0,5.0,-1.0,4.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2010-09-01,2010,Sep.,9,-95.0,-41.0,-24.0,54.0,17.0,71.0,428.0,461.0,493.0,33.0,32.0,65.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2010-10-01,2010,Oct.,10,151.0,172.0,210.0,21.0,38.0,59.0,919.0,966.0,972.0,47.0,6.0,53.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2010-11-01,2010,Nov.,11,39.0,71.0,93.0,32.0,22.0,54.0,217.0,271.0,300.0,54.0,29.0,83.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2010-12-01,2010,Dec.,12,103.0,121.0,152.0,18.0,31.0,49.0,-357.0,-309.0,-321.0,48.0,-12.0,36.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2011-01-01,2011,Jan.,1,36.0,63.0,68.0,27.0,5.0,32.0,-2898.0,-2867.0,-2867.0,31.0,0.0,31.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2011-02-01,2011,Feb.,2,192.0,194.0,235.0,2.0,41.0,43.0,816.0,799.0,811.0,-17.0,12.0,-5.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2011-03-01,2011,Mar.,3,216.0,221.0,194.0,5.0,-27.0,-22.0,925.0,925.0,905.0,0.0,-20.0,-20.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2011-04-01,2011,Apr.,4,244.0,232.0,217.0,-12.0,-15.0,-27.0,1169.0,1172.0,1173.0,3.0,1.0,4.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2011-05-01,2011,May,5,54.0,25.0,53.0,-29.0,28.0,-1.0,682.0,631.0,635.0,-51.0,4.0,-47.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2011-06-01,2011,Jun.,6,18.0,46.0,20.0,28.0,-26.0,2.0,376.0,444.0,437.0,68.0,-7.0,61.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2011-07-01,2011,Jul.,7,117.0,85.0,127.0,-32.0,42.0,10.0,-1231.0,-1356.0,-1323.0,-125.0,33.0,-92.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2011-08-01,2011,Aug.,8,0.0,57.0,104.0,57.0,47.0,104.0,118.0,212.0,237.0,94.0,25.0,119.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2011-09-01,2011,Sep.,9,103.0,158.0,210.0,55.0,52.0,107.0,519.0,631.0,688.0,112.0,57.0,169.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2011-10-01,2011,Oct.,10,80.0,100.0,112.0,20.0,12.0,32.0,883.0,874.0,882.0,-9.0,8.0,-1.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2011-11-01,2011,Nov.,11,120.0,100.0,157.0,-20.0,57.0,37.0,339.0,312.0,302.0,-27.0,-10.0,-37.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2011-12-01,2011,Dec.,12,200.0,203.0,223.0,3.0,20.0,23.0,-219.0,-220.0,-207.0,-1.0,13.0,12.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2012-01-01,2012,Jan.,1,243.0,284.0,275.0,41.0,-9.0,32.0,-2689.0,-2652.0,-2668.0,37.0,-16.0,21.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2012-02-01,2012,Feb.,2,227.0,240.0,259.0,13.0,19.0,32.0,851.0,902.0,913.0,51.0,11.0,62.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2012-03-01,2012,Mar.,3,120.0,154.0,143.0,34.0,-11.0,23.0,811.0,861.0,871.0,50.0,10.0,60.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2012-04-01,2012,Apr.,4,115.0,77.0,68.0,-38.0,-9.0,-47.0,896.0,857.0,864.0,-39.0,7.0,-32.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2012-05-01,2012,May,5,69.0,77.0,87.0,8.0,10.0,18.0,789.0,780.0,778.0,-9.0,-2.0,-11.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2012-06-01,2012,Jun.,6,80.0,64.0,45.0,-16.0,-19.0,-35.0,391.0,349.0,334.0,-42.0,-15.0,-57.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2012-07-01,2012,Jul.,7,163.0,141.0,181.0,-22.0,40.0,18.0,-1204.0,-1217.0,-1204.0,-13.0,13.0,0.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2012-08-01,2012,Aug.,8,96.0,142.0,192.0,46.0,50.0,96.0,252.0,370.0,381.0,118.0,11.0,129.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2012-09-01,2012,Sep.,9,114.0,148.0,132.0,34.0,-16.0,18.0,574.0,647.0,632.0,73.0,-15.0,58.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2012-10-01,2012,Oct.,10,171.0,138.0,137.0,-33.0,-1.0,-34.0,911.0,836.0,842.0,-75.0,6.0,-69.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2012-11-01,2012,Nov.,11,146.0,161.0,247.0,15.0,86.0,101.0,367.0,357.0,395.0,-10.0,38.0,28.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2012-12-01,2012,Dec.,12,155.0,196.0,219.0,41.0,23.0,64.0,-243.0,-91.0,-76.0,152.0,15.0,167.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2013-01-01,2013,Jan.,1,157.0,119.0,148.0,-38.0,29.0,-9.0,-2840.0,-2916.0,-2856.0,-76.0,60.0,-16.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2013-02-01,2013,Feb.,2,236.0,268.0,332.0,32.0,64.0,96.0,959.0,1022.0,1048.0,63.0,26.0,89.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2013-03-01,2013,Mar.,3,88.0,138.0,142.0,50.0,4.0,54.0,759.0,810.0,818.0,51.0,8.0,59.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2013-04-01,2013,Apr.,4,165.0,149.0,199.0,-16.0,50.0,34.0,932.0,912.0,943.0,-20.0,31.0,11.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2013-05-01,2013,May,5,175.0,195.0,176.0,20.0,-19.0,1.0,885.0,870.0,870.0,-15.0,0.0,-15.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2013-06-01,2013,Jun.,6,195.0,188.0,172.0,-7.0,-16.0,-23.0,422.0,394.0,386.0,-28.0,-8.0,-36.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2013-07-01,2013,Jul.,7,162.0,104.0,89.0,-58.0,-15.0,-73.0,-1113.0,-1186.0,-1192.0,-73.0,-6.0,-79.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2013-08-01,2013,Aug.,8,169.0,193.0,238.0,24.0,45.0,69.0,378.0,411.0,425.0,33.0,14.0,47.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2013-09-01,2013,Sep.,9,148.0,163.0,175.0,15.0,12.0,27.0,612.0,598.0,610.0,-14.0,12.0,-2.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2013-10-01,2013,Oct.,10,204.0,200.0,200.0,-4.0,0.0,-4.0,940.0,909.0,911.0,-31.0,2.0,-29.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2013-11-01,2013,Nov.,11,203.0,241.0,274.0,38.0,33.0,71.0,421.0,476.0,523.0,55.0,47.0,102.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2013-12-01,2013,Dec.,12,74.0,75.0,84.0,1.0,9.0,10.0,-246.0,-270.0,-267.0,-24.0,3.0,-21.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2014-01-01,2014,Jan.,1,113.0,129.0,144.0,16.0,15.0,31.0,-2870.0,-2836.0,-2818.0,34.0,18.0,52.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2014-02-01,2014,Feb.,2,175.0,197.0,222.0,22.0,25.0,47.0,750.0,743.0,741.0,-7.0,-2.0,-9.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2014-03-01,2014,Mar.,3,192.0,203.0,203.0,11.0,0.0,11.0,941.0,944.0,955.0,3.0,11.0,14.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2014-04-01,2014,Apr.,4,288.0,282.0,304.0,-6.0,22.0,16.0,1152.0,1125.0,1118.0,-27.0,-7.0,-34.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2014-05-01,2014,May,5,217.0,224.0,229.0,7.0,5.0,12.0,920.0,914.0,919.0,-6.0,5.0,-1.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2014-06-01,2014,Jun.,6,288.0,298.0,267.0,10.0,-31.0,-21.0,582.0,592.0,588.0,10.0,-4.0,6.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2014-07-01,2014,Jul.,7,209.0,212.0,243.0,3.0,31.0,34.0,-1110.0,-1110.0,-1103.0,0.0,7.0,7.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2014-08-01,2014,Aug.,8,142.0,180.0,203.0,38.0,23.0,61.0,327.0,382.0,392.0,55.0,10.0,65.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2014-09-01,2014,Sep.,9,248.0,256.0,271.0,8.0,15.0,23.0,701.0,692.0,692.0,-9.0,0.0,-9.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2014-10-01,2014,Oct.,10,214.0,243.0,261.0,29.0,18.0,47.0,1064.0,1051.0,1058.0,-13.0,7.0,-6.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2014-11-01,2014,Nov.,11,321.0,353.0,423.0,32.0,70.0,102.0,497.0,510.0,478.0,13.0,-32.0,-19.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2014-12-01,2014,Dec.,12,252.0,329.0,329.0,77.0,0.0,77.0,-65.0,5.0,6.0,70.0,1.0,71.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2015-01-01,2015,Jan.,1,257.0,239.0,201.0,-18.0,-38.0,-56.0,-2755.0,-2821.0,-2813.0,-66.0,8.0,-58.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2015-02-01,2015,Feb.,2,295.0,264.0,266.0,-31.0,2.0,-29.0,903.0,832.0,848.0,-71.0,16.0,-55.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2015-03-01,2015,Mar.,3,126.0,85.0,119.0,-41.0,34.0,-7.0,823.0,765.0,779.0,-58.0,14.0,-44.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2015-04-01,2015,Apr.,4,223.0,221.0,187.0,-2.0,-34.0,-36.0,1178.0,1152.0,1139.0,-26.0,-13.0,-39.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2015-05-01,2015,May,5,280.0,254.0,260.0,-26.0,6.0,-20.0,970.0,925.0,928.0,-45.0,3.0,-42.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2015-06-01,2015,Jun.,6,223.0,231.0,245.0,8.0,14.0,22.0,455.0,474.0,471.0,19.0,-3.0,16.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2015-07-01,2015,Jul.,7,215.0,245.0,223.0,30.0,-22.0,8.0,-1045.0,-968.0,-964.0,77.0,4.0,81.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2015-08-01,2015,Aug.,8,173.0,136.0,153.0,-37.0,17.0,-20.0,258.0,197.0,190.0,-61.0,-7.0,-68.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2015-09-01,2015,Sep.,9,142.0,137.0,145.0,-5.0,8.0,3.0,558.0,525.0,542.0,-33.0,17.0,-16.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2015-10-01,2015,Oct.,10,271.0,298.0,307.0,27.0,9.0,36.0,1152.0,1180.0,1160.0,28.0,-20.0,8.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2015-11-01,2015,Nov.,11,211.0,252.0,280.0,41.0,28.0,69.0,344.0,416.0,433.0,72.0,17.0,89.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2015-12-01,2015,Dec.,12,292.0,262.0,271.0,-30.0,9.0,-21.0,11.0,-10.0,-6.0,-21.0,4.0,-17.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2016-01-01,2016,Jan.,1,151.0,172.0,168.0,21.0,-4.0,17.0,-2989.0,-2961.0,-2966.0,28.0,-5.0,23.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2016-02-01,2016,Feb.,2,242.0,245.0,233.0,3.0,-12.0,-9.0,850.0,837.0,842.0,-13.0,5.0,-8.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2016-03-01,2016,Mar.,3,215.0,208.0,186.0,-7.0,-22.0,-29.0,890.0,895.0,903.0,5.0,8.0,13.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2016-04-01,2016,Apr.,4,160.0,123.0,144.0,-37.0,21.0,-16.0,1057.0,1046.0,1039.0,-11.0,-7.0,-18.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2016-05-01,2016,May,5,38.0,11.0,24.0,-27.0,13.0,-14.0,651.0,623.0,621.0,-28.0,-2.0,-30.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2016-06-01,2016,Jun.,6,287.0,292.0,271.0,5.0,-21.0,-16.0,682.0,660.0,644.0,-22.0,-16.0,-38.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2016-07-01,2016,Jul.,7,255.0,275.0,252.0,20.0,-23.0,-3.0,-1030.0,-999.0,-1016.0,31.0,-17.0,14.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2016-08-01,2016,Aug.,8,151.0,167.0,176.0,16.0,9.0,25.0,224.0,233.0,230.0,9.0,-3.0,6.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2016-09-01,2016,Sep.,9,156.0,191.0,208.0,35.0,17.0,52.0,527.0,616.0,639.0,89.0,23.0,112.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2016-10-01,2016,Oct.,10,161.0,142.0,135.0,-19.0,-7.0,-26.0,899.0,868.0,842.0,-31.0,-26.0,-57.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2016-11-01,2016,Nov.,11,178.0,204.0,164.0,26.0,-40.0,-14.0,479.0,524.0,424.0,45.0,-100.0,-55.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2016-12-01,2016,Dec.,12,156.0,157.0,155.0,1.0,-2.0,-1.0,-270.0,-225.0,-235.0,45.0,-10.0,35.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2017-01-01,2017,Jan.,1,227.0,238.0,216.0,11.0,-22.0,-11.0,-2948.0,-2897.0,-2885.0,51.0,12.0,63.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2017-02-01,2017,Feb.,2,235.0,219.0,232.0,-16.0,13.0,-3.0,1010.0,1006.0,1019.0,-4.0,13.0,9.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2017-03-01,2017,Mar.,3,98.0,79.0,50.0,-19.0,-29.0,-48.0,670.0,661.0,648.0,-9.0,-13.0,-22.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2017-04-01,2017,Apr.,4,211.0,174.0,207.0,-37.0,33.0,-4.0,1026.0,998.0,1008.0,-28.0,10.0,-18.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2017-05-01,2017,May,5,138.0,152.0,145.0,14.0,-7.0,7.0,810.0,841.0,836.0,31.0,-5.0,26.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2017-06-01,2017,Jun.,6,222.0,231.0,210.0,9.0,-21.0,-12.0,599.0,623.0,637.0,24.0,14.0,38.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2017-07-01,2017,Jul.,7,209.0,189.0,138.0,-20.0,-51.0,-71.0,-1039.0,-1091.0,-1133.0,-52.0,-42.0,-94.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2017-08-01,2017,Aug.,8,156.0,169.0,208.0,13.0,39.0,52.0,211.0,252.0,299.0,41.0,47.0,88.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
2017-09-01,2017,Sep.,9,-33.0,18.0,38.0,51.0,20.0,71.0,340.0,377.0,367.0,37.0,-10.0,27.0,https://www.bls.gov/web/empsit/cesnaicsrev.htm,2026-07-02T12:47:13.495645+00:00
